Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
face-mask-ski-mask-bc-0135,Face Mask / Ski Mask- BC-0135,<p>Custom made Face Mask / Ski Mask- BC-0135 by Besu Customs.</p>,Besu Customs,Apparel & Accessories > Clothing Accessories > Fashion Face Masks,Sports Accessories,Face Masks/ Ski Masks,true,Title,Default Title,,,,,,,,FACE-MASK-SKI-MASK-BC-0135-DEFAULT-TITLE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_face_ski_mask_0011.jpg?v=1755911122,1,,false,,,,,,,,,,,,lb,,,true,,,true,,,active
face-mask-ski-mask-bc-0134,Face Mask / Ski Mask- BC-0134,<p>Custom made Face Mask / Ski Mask- BC-0134 by Besu Customs.</p>,Besu Customs,Apparel & Accessories > Clothing Accessories > Fashion Face Masks,Sports Accessories,Face Masks/ Ski Masks,true,Title,Default Title,,,,,,,,FACE-MASK-SKI-MASK-BC-0134-DEFAULT-TITLE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_face_ski_mask_0010.jpg?v=1755909492,1,,false,,,,,,,,,,,,lb,,,true,,,true,,,active
face-mask-ski-mask-bc-0133,Face Mask / Ski Mask- BC-0133,<p>Custom made Face Mask / Ski Mask- BC-0133 by Besu Customs.</p>,Besu Customs,Apparel & Accessories > Clothing Accessories > Fashion Face Masks,Sports Accessories,Face Masks/ Ski Masks,true,Title,Default Title,,,,,,,,FACE-MASK-SKI-MASK-BC-0133-DEFAULT-TITLE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_face_ski_mask_009.jpg?v=1755792099,1,,false,,,,,,,,,,,,lb,,,true,,,true,,,active
face-mask-ski-mask-bc-0132,Face Mask / Ski Mask- BC-0132,<p>Custom made Face Mask / Ski Mask- BC-0132 by Besu Customs.</p>,Besu Customs,Apparel & Accessories > Clothing Accessories > Balaclavas,Sports Accessories,Face Masks/ Ski Masks,true,Title,Default Title,,,,,,,,FACE-MASK-SKI-MASK-BC-0132-DEFAULT-TITLE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_face_ski_mask_008.jpg?v=1755215580,1,,false,,,,,,,,,,,,lb,,,true,,,true,,,active
face-mask-ski-mask-bc-0131,Face Mask / Ski Mask- BC-0131,<p>Custom made Face Mask / Ski Mask- BC-0131 by Besu Customs.</p>,Besu Customs,Apparel & Accessories > Clothing Accessories > Fashion Face Masks,Sports Accessories,Face Masks/ Ski Masks,true,Title,Default Title,,,,,,,,FACE-MASK-SKI-MASK-BC-0131-DEFAULT-TITLE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_face_ski_mask_007.jpg?v=1755215163,1,,false,,,,,,,,,,,,lb,,,true,,,true,,,active
face-mask-ski-mask-bc-0130,Face Mask / Ski Mask- BC-0130,<p>Custom made Face Mask / Ski Mask- BC-0130 by Besu Customs.</p>,Besu Customs,Apparel & Accessories > Clothing Accessories > Balaclavas,Sports Accessories,Face Masks/ Ski Masks,true,Title,Default Title,,,,,,,,FACE-MASK-SKI-MASK-BC-0130-DEFAULT-TITLE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_face_ski_mask_006.jpg?v=1755214904,1,,false,,,,,,,,,,,,lb,,,true,,,true,,,active
face-mask-ski-mask-bc-0129,Face Mask / Ski Mask- BC-0129,<p>Custom made Face Mask / Ski Mask- BC-0129 by Besu Customs.</p>,Besu Customs,Apparel & Accessories > Clothing Accessories > Fashion Face Masks,Sports Accessories,Face Masks/ Ski Masks,true,Title,Default Title,,,,,,,,FACE-MASK-SKI-MASK-BC-0129-DEFAULT-TITLE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_face_ski_mask_005.jpg?v=1755214440,1,,false,,,,,,,,,,,,lb,,,true,,,true,,,active
face-mask-ski-mask-bc-0128,Face Mask / Ski Mask- BC-0128,<p>Custom made Face Mask / Ski Mask- BC-0128 by Besu Customs.</p>,Besu Customs,Apparel & Accessories > Clothing Accessories > Fashion Face Masks,Sports Accessories,Face Masks/ Ski Masks,true,Title,Default Title,,,,,,,,FACE-MASK-SKI-MASK-BC-0128-DEFAULT-TITLE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_face_ski_mask_004.jpg?v=1755214251,1,,false,,,,,,,,,,,,lb,,,true,,,true,,,active
face-mask-ski-mask-bc-0127,Face Mask / Ski Mask- BC-0127,<p>Custom made Face Mask / Ski Mask- BC-0127 by Besu Customs.</p>,Besu Customs,Apparel & Accessories > Clothing Accessories > Balaclavas,Sports Accessories,Face Masks/ Ski Masks,true,Title,Default Title,,,,,,,,FACE-MASK-SKI-MASK-BC-0127-DEFAULT-TITLE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_face_ski_mask_003.jpg?v=1755213535,1,,false,,,,,,,,,,,,lb,,,true,,,true,,,active
face-mask-ski-mask-bc-0126,Face Mask / Ski Mask- BC-0126,<p>Custom made Face Mask / Ski Mask- BC-0126 by Besu Customs.</p>,Besu Customs,Apparel & Accessories > Clothing Accessories > Fashion Face Masks,Sports Accessories,Face Masks/ Ski Masks,true,Title,Default Title,,,,,,,,FACE-MASK-SKI-MASK-BC-0126-DEFAULT-TITLE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_face_ski_mask_002.jpg?v=1755213357,1,,false,,,,,,,,,,,,lb,,,true,,,true,,,active
face-mask-ski-mask-bc-0125,Face Mask / Ski Mask- BC-0125,<p>Custom made Face Mask / Ski Mask- BC-0125 by Besu Customs.</p>,Besu Customs,Apparel & Accessories > Clothing Accessories > Fashion Face Masks,Sports Accessories,Face Masks/ Ski Masks,true,Title,Default Title,,,,,,,,FACE-MASK-SKI-MASK-BC-0125-DEFAULT-TITLE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_face_ski_mask_001.jpg?v=1755212860,1,,false,,,,,,,,,,,,lb,,,true,,,true,,,active
cycling-gloves-bc-0124,Cycling Gloves- BC-0124,<p>Custom made Cycling Gloves- BC-0124 by Besu Customs.</p>,Besu Customs,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories > Bicycle Gloves,Cycling Gloves,Gloves,true,Size,Small,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0124-SMALL,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_cyc_glv_0013.jpg?v=1755020594,1,,false,,,,,,,small; medium; large; x-large,,,,,lb,,,true,,,true,,,active
cycling-gloves-bc-0124,,,,,,,,Size,Medium,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0124-MEDIUM,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0124,,,,,,,,Size,Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0124-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0124,,,,,,,,Size,X-Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0124-X-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0123,Cycling Gloves- BC-0123,<p>Custom made Cycling Gloves- BC-0123 by Besu Customs.</p>,Besu Customs,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories > Bicycle Gloves,Cycling Gloves,Gloves,true,Size,Small,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0123-SMALL,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_cyc_glv_0012.jpg?v=1755020408,1,,false,,,,,,,small; medium; large; x-large,,,,,lb,,,true,,,true,,,active
cycling-gloves-bc-0123,,,,,,,,Size,Medium,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0123-MEDIUM,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0123,,,,,,,,Size,Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0123-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0123,,,,,,,,Size,X-Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0123-X-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0122,Cycling Gloves- BC-0122,<p>Custom made Cycling Gloves- BC-0122 by Besu Customs.</p>,Besu Customs,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories > Bicycle Gloves,Cycling Gloves,Gloves,true,Size,Small,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0122-SMALL,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_cyc_glv_0011.jpg?v=1755020130,1,,false,,,,,,,small; medium; large; x-large,,,,,lb,,,true,,,true,,,active
cycling-gloves-bc-0122,,,,,,,,Size,Medium,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0122-MEDIUM,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0122,,,,,,,,Size,Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0122-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0122,,,,,,,,Size,X-Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0122-X-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0121,Cycling Gloves- BC-0121,<p>Custom made Cycling Gloves- BC-0121 by Besu Customs.</p>,Besu Customs,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories > Bicycle Gloves,Cycling Gloves,Gloves,true,Size,Small,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0121-SMALL,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_cyc_glv_0010.jpg?v=1755014823,1,,false,,,,,,,small; medium; large; x-large,,,,,lb,,,true,,,true,,,active
cycling-gloves-bc-0121,,,,,,,,Size,Medium,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0121-MEDIUM,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0121,,,,,,,,Size,Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0121-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0121,,,,,,,,Size,X-Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0121-X-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0120,Cycling Gloves- BC-0120,<p>Custom made Cycling Gloves- BC-0120 by Besu Customs.</p>,Besu Customs,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories > Bicycle Gloves,Cycling Gloves,Gloves,true,Size,Small,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0120-SMALL,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_cyc_glv_009.jpg?v=1754928016,1,,false,,,,,,,small; medium; large; x-large,,,,,lb,,,true,,,true,,,active
cycling-gloves-bc-0120,,,,,,,,Size,Medium,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0120-MEDIUM,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0120,,,,,,,,Size,Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0120-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0120,,,,,,,,Size,X-Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0120-X-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0119,Cycling Gloves- BC-0119,<p>Custom made Cycling Gloves- BC-0119 by Besu Customs.</p>,Besu Customs,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories > Bicycle Gloves,Cycling Gloves,Gloves,true,Size,Small,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0119-SMALL,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_cyc_glv_008.jpg?v=1754927081,1,,false,,,,,,,small; medium; large; x-large,,,,,lb,,,true,,,true,,,active
cycling-gloves-bc-0119,,,,,,,,Size,Medium,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0119-MEDIUM,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0119,,,,,,,,Size,Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0119-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0119,,,,,,,,Size,X-Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0119-X-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0118,Cycling Gloves- BC-0118,<p>Custom made Cycling Gloves- BC-0118 by Besu Customs.</p>,Besu Customs,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories > Bicycle Gloves,Cycling Gloves,Gloves,true,Size,Small,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0118-SMALL,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_cyc_glv_007.jpg?v=1754925589,1,,false,,,,,,,small; medium; large; x-large,,,,,lb,,,true,,,true,,,active
cycling-gloves-bc-0118,,,,,,,,Size,Medium,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0118-MEDIUM,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0118,,,,,,,,Size,Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0118-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0118,,,,,,,,Size,X-Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0118-X-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0117,Cycling Gloves- BC-0117,<p>Custom made Cycling Gloves- BC-0117 by Besu Customs.</p>,Besu Customs,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories > Bicycle Gloves,Cycling Gloves,Gloves,true,Size,Small,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0117-SMALL,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_cyc_glv_006.jpg?v=1754925148,1,,false,,,,,,,small; medium; large; x-large,,,,,lb,,,true,,,true,,,active
cycling-gloves-bc-0117,,,,,,,,Size,Medium,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0117-MEDIUM,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0117,,,,,,,,Size,Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0117-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0117,,,,,,,,Size,X-Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0117-X-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0116,Cycling Gloves- BC-0116,<p>Custom made Cycling Gloves- BC-0116 by Besu Customs.</p>,Besu Customs,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories > Bicycle Gloves,Cycling Gloves,Gloves,true,Size,Small,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0116-SMALL,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_cyc_glv_005.jpg?v=1754924741,1,,false,,,,,,,small; medium; large; x-large,,,,,lb,,,true,,,true,,,active
cycling-gloves-bc-0116,,,,,,,,Size,Medium,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0116-MEDIUM,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0116,,,,,,,,Size,Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0116-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-bc-0116,,,,,,,,Size,X-Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-BC-0116-X-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-product-code-bc-0115,Cycling Gloves- BC-0115,<p>Custom made Cycling Gloves- BC-0115 by Besu Customs.</p>,Besu Customs,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories > Bicycle Gloves,Cycling Gloves,Gloves,true,Size,Small,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-PRODUCT-CODE-BC-0115-SMALL,0.0,shopify,continue,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_cyc_glv_004.jpg?v=1753824877,1,,false,,,,,,,small; medium; large; x-large,,,,,lb,,,true,,,true,,,active
cycling-gloves-product-code-bc-0115,,,,,,,,Size,Medium,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-PRODUCT-CODE-BC-0115-MEDIUM,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-product-code-bc-0115,,,,,,,,Size,Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-PRODUCT-CODE-BC-0115-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
cycling-gloves-product-code-bc-0115,,,,,,,,Size,X-Large,product.metafields.shopify.size,,,,,,,CYCLING-GLOVES-PRODUCT-CODE-BC-0115-X-LARGE,0.0,shopify,continue,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,
